file;ppl;bleu;sari;fkgl;bertscore_p_ref;bertscore_r_ref;bertscore_f1_ref;bertscore_p_src;bertscore_r_src;bertscore_f1_src;intra_dist1;intra_dist2;inter_dist1;inter_dist2;Compression ratio;Sentence splits;Levenshtein similarity;Exact copies;Additions proportion;Deletions proportion;Lexical complexity score
/srv/scratch6/kew/ats/muss/outputs/newsela_manual_v0_v1_test_lr0.3_ls0.99_wr0.54_td1.45.pred;89.7289758707546;50.60716819373559;35.689194748475046;7.75204434148225;80.86832761764526;71.17381691932678;75.94923973083496;88.25802206993103;76.40233635902405;82.26390480995178;0.9374968221735273;0.9960118545019553;0.28526890064267496;0.7981726431226339;0.8113696828763506;1.0034246575342465;0.8443199641548914;0.0136986301369863;0.0740102117815728;0.23534170110577624;8.4909059953055
/srv/scratch6/kew/ats/muss/outputs/newsela_manual_v0_v2_test_lr0.75_ls0.82_wr0.94_td0.22.pred;176.12638661375368;28.72453119816894;36.56649639212855;7.269932240546723;69.07278895378113;62.8063440322876;65.90726375579834;81.87123537063599;70.35378217697144;76.07623934745789;0.9417949542675627;0.9961661512963906;0.2990264251752068;0.8193652174647286;0.7781718477116932;1.0252596789423984;0.7525305225215143;0.0028328611898017;0.14747203413470517;0.34548802552672797;8.517329177189819
/srv/scratch6/kew/ats/muss/outputs/newsela_manual_v0_v3_test_lr0.52_ls0.85_wr0.45_td0.62.pred;133.04522866991223;19.270029583195836;38.04807209204429;5.189603761800168;61.16793751716614;51.00868344306946;56.02768659591675;78.0097484588623;57.78716206550598;67.73181557655334;0.9544390238302706;0.9973522411232402;0.31214989315791036;0.8262119950159986;0.6193704105182549;1.0143473570658037;0.6822496371412616;0.0;0.1193380763132534;0.4510215897903234;8.366178591228907
/srv/scratch6/kew/ats/muss/outputs/newsela_manual_v0_v4_test_lr0.47_ls0.79_wr0.43_td0.42.pred;125.31183681099479;15.9556965388105;39.62683178472318;5.60794001277052;53.52911949157715;49.98445212841034;51.72969102859497;77.13391184806824;58.909183740615845;67.89247989654541;0.9478781280243261;0.9968399554449994;0.33606920954731784;0.8471307600020446;0.6507321332045483;1.0375;0.6814898561125371;0.0;0.134588706660019;0.44300731068164273;8.385095401944419
/srv/scratch6/kew/ats/supervised/newsela_manual/results/newsela_manual_v0_v1_test/lambda0.0_pretopk200_beams5_estopFalse_maxl128_minl10_sampleFalse_lp1.0_norep1_bgrps1_nbest5_repp1.0_softFalse_temp1.0_topk0_topp1.0_bs1.txt;90.29056745435086;78.49198704267457;32.49488589978109;9.357699722150098;87.95714378356934;88.49354982376099;88.18694353103638;98.74693751335144;98.10084700584412;98.41815829277039;0.9205509818491461;0.9913279715234107;0.2799017510893831;0.786087342164588;0.9911410650186188;1.0388127853881277;0.9902620264578528;0.8876712328767123;0.00662861658451417;0.014657927995752417;8.613136381397215
/srv/scratch6/kew/ats/supervised/newsela_manual/results/newsela_manual_v0_v2_test/lambda0.0_pretopk200_beams5_estopFalse_maxl128_minl10_sampleFalse_lp1.0_norep1_bgrps1_nbest5_repp1.0_softFalse_temp1.0_topk0_topp1.0_bs1.txt;107.54160726516677;61.781532123492646;31.119813921382782;8.87753238953239;76.9552230834961;79.60418462753296;78.21668982505798;97.43942022323608;96.56153321266174;96.9895601272583;0.9198997676879358;0.9857103514613901;0.28216779310410317;0.7890426749838033;0.9907982450699198;1.095467422096317;0.9789937268083752;0.7960339943342776;0.015010941100876193;0.026788374037890823;8.599497851744525
/srv/scratch6/kew/ats/supervised/newsela_manual/results/newsela_manual_v0_v3_test/lambda0.0_pretopk200_beams5_estopFalse_maxl128_minl10_sampleFalse_lp1.0_norep1_bgrps1_nbest5_repp1.0_softFalse_temp1.0_topk0_topp1.0_bs1.txt;5665.281252491808;46.77124543600886;37.891196705575275;6.649427200501428;66.04815721511841;67.38538146018982;66.60246849060059;91.08718633651733;85.50816178321838;88.20703029632568;0.9123239732009196;0.9666316085390838;0.2896300293145694;0.7866704230144141;0.9296570085065182;1.3396440129449831;0.9009095862321413;0.48220064724919093;0.05988269773659824;0.126623040238745;8.526296280434792
/srv/scratch6/kew/ats/supervised/newsela_manual/results/newsela_manual_v0_v4_test/lambda0.0_pretopk200_beams5_estopFalse_maxl128_minl10_sampleFalse_lp1.0_norep1_bgrps1_nbest5_repp1.0_softFalse_temp1.0_topk0_topp1.0_bs1.txt;671.3752406790666;30.773695915086517;43.21997078375052;5.088181537857764;57.59962201118469;52.981674671173096;54.998958110809326;80.7881236076355;64.80023860931396;72.42833971977234;0.9161012071359227;0.923400021554506;0.30421396901248055;0.7850637506879911;0.7755997691044495;1.4545572916666663;0.740269485048241;0.2421875;0.11735940680661043;0.3227336135879319;8.58761445532295
/srv/scratch6/kew/ats/supervised/newsela_auto/results/newsela_manual_v0_v1_test/lambda0.0_pretopk200_beams5_estopFalse_maxl128_minl10_sampleFalse_lp1.0_norep1_bgrps1_nbest5_repp1.0_softFalse_temp1.0_topk0_topp1.0_bs1.txt;4810.661861328445;75.53323870416382;38.666065132084114;9.059811873866419;88.20134401321411;86.426842212677;87.2587502002716;97.826486825943;94.65011954307556;96.19342684745789;0.9234451724420698;0.9850711140021406;0.28225624827487483;0.7856052591457026;0.9581711984928398;1.0;0.9667846231821355;0.810958904109589;0.007093770012199299;0.045649823320324884;8.591208999196912
/srv/scratch6/kew/ats/supervised/newsela_auto/results/newsela_manual_v0_v2_test/lambda0.0_pretopk200_beams5_estopFalse_maxl128_minl10_sampleFalse_lp1.0_norep1_bgrps1_nbest5_repp1.0_softFalse_temp1.0_topk0_topp1.0_bs1.txt;4947.957480841759;53.53268017892703;42.23540822911472;7.537077277679995;77.41485834121704;72.09967374801636;74.61639642715454;93.3453381061554;83.04165005683899;88.01916241645813;0.9368943241429918;0.9849388687488;0.2909937034067977;0.7964907222832006;0.8593353422354646;0.9963172804532576;0.8861902524940154;0.5694050991501416;0.018270463289808695;0.15224430387820798;8.564701303651386
